SA2_code,y.liver.male,sd.liver.male,y.liver.female,sd.liver.female,y.liver.persons,sd.liver.persons
11001,-0.31471074483970024,0.2535879089967627,-0.08338160893905101,0.2980392330875205,-0.23572233352106983,0.2003704501687421
11002,-0.342490308946776,0.14856990538735992,-0.11653381625595151,0.1482077160098926,-0.2613647641344075,0.12822164708209494
11003,-0.4307829160924542,0.3614360472911907,-0.21072103131565253,0.3930289894138139,-0.40047756659712525,0.31817403975068115
11004,-0.37106368139083207,0.14677656757743932,-0.1743533871447778,0.14677656757743932,-0.3285040669720361,0.1305782521108167
11005,-0.6539264674066639,0.3487169743103104,-0.19845093872383832,0.3659411898668397,-0.527632742082372,0.2989294133705856
11006,-0.4307829160924542,0.18276133839674433,-0.1743533871447778,0.19041032953568518,-0.342490308946776,0.1644324498108452
11007,-0.37106368139083207,0.20439922634304925,-0.09431067947124129,0.20873541801595658,-0.2876820724517809,0.18604240489179047
11008,-0.37106368139083207,0.25167413985463327,0.02955880224154443,0.27043723759891747,-0.19845093872383832,0.215099229611249
11009,-0.1743533871447778,0.21887530893793805,0.16551443847757333,0.2403379543846825,0.06765864847381486,0.18907973594762267
11010,-0.3285040669720361,0.2254248736117548,-0.040821994520255166,0.23108757415667763,-0.2231435513142097,0.1982948927509097
11011,-0.35667494393873245,0.15580696405672545,-0.10536051565782628,0.1593748393072206,-0.2876820724517809,0.13646906384401095
11012,-0.2744368457017603,0.22446494090782326,-0.020202707317519466,0.23718802478518633,-0.1743533871447778,0.20280456043825898
11013,-0.21072103131565253,0.24527967782077179,-0.13926206733350766,0.24272158365036764,-0.18632957819149348,0.2129802546708572
11014,-0.09431067947124129,0.3365431063884193,-0.09431067947124129,0.3914567105681975,-0.06187540371808753,0.2839651252827523
11015,-0.342490308946776,0.18484333481783455,-0.15082288973458366,0.18256992812189274,-0.3011050927839216,0.1687060688905439
11016,-0.35667494393873245,0.24882816650262063,-0.18632957819149348,0.26673561980240124,-0.3285040669720361,0.2254248736117548
11017,-0.4942963218147801,0.2961602132937921,-0.030459207484708574,0.32386488486634596,-0.35667494393873245,0.26208096568795775
11018,-0.31471074483970024,0.26618618072654404,0.03922071315328133,0.2938596560902817,-0.15082288973458366,0.22244991426951335
11019,-0.4307829160924542,0.2998911555623056,-0.16251892949777494,0.3384154170460531,-0.40047756659712525,0.2666812241435583
11020,-0.3011050927839216,0.20225269009604416,-0.07257069283483537,0.22659910676904,-0.2231435513142097,0.18069990495949678
11021,-0.2613647641344075,0.2939670938645108,-0.030459207484708574,0.32386488486634596,-0.18632957819149348,0.25939442722479933
11022,-0.35667494393873245,0.23060465497094765,-0.08338160893905101,0.22858404210559197,-0.2613647641344075,0.2090738618636126
11023,-0.2484613592984996,0.3370260255741493,-0.06187540371808753,0.35092542580846064,-0.18632957819149348,0.2916285607051727
11024,-0.37106368139083207,0.18931820479124084,-0.05129329438755058,0.20147091774368747,-0.2744368457017603,0.17453851743651794
11025,-0.2231435513142097,0.2437682498407094,0.12221763272424911,0.28873316633273055,-0.030459207484708574,0.21210286136497628
11026,-0.15082288973458366,0.2804076580060977,0.10436001532424286,0.32771833273659806,0,0.24613579043076161
11027,-0.5621189181535413,0.2497695027136255,0.03922071315328133,0.2684148448452955,-0.3285040669720361,0.21623175855936788
